4KHz X(mg),Y(mg),Z(mg)
2.50,-2.44,1.86
4.51,-2.79,-0.25
0.88,-3.83,0.14
-1.62,-2.40,1.95
0.39,-2.03,1.80
0.35,0.68,-0.49
2.19,-2.58,-2.27
1.41,-3.03,2.25
0.84,3.79,2.79
-0.72,4.88,0.10
-2.34,3.85,-0.37
-1.60,5.04,-0.31
-1.68,3.73,-1.62
1.00,-0.27,-1.19
-0.27,0.33,-2.29
-0.55,1.09,-4.32
0.66,-0.62,2.21
0.92,-0.86,5.14
-0.78,2.89,0.88
-0.27,-0.25,-2.32
0.53,-0.70,-1.00
-0.45,-0.41,-0.55
-1.00,-2.73,1.86
-0.84,-0.45,-1.46
-1.09,0.86,-2.32
1.05,1.11,1.58
-0.51,-2.44,3.65
-0.25,-3.32,1.41
0.20,-0.20,0.12
-0.12,1.50,0.74
-1.19,3.30,2.89
-1.25,4.30,0.16
-2.75,6.09,0.10
-1.66,2.77,0.12
-0.86,1.74,3.85
1.41,3.24,4.53
-0.51,-1.11,2.71
-0.25,2.40,2.58
0.80,3.65,1.27
0.84,0.29,3.24
-1.60,-2.03,-0.10
0.53,-1.54,0.16
-2.07,1.07,1.05
-3.12,4.51,-1.58
0.37,1.04,-3.91
-1.84,-0.88,-2.85
-0.68,-3.67,-2.66
-0.98,-4.43,1.48
1.41,-2.54,1.82
0.98,1.72,1.58
2.21,1.23,-0.49
1.17,-2.27,-1.45
2.50,-3.32,-1.87
2.05,-4.96,-2.09
-0.82,-0.35,2.17
0.55,3.42,0.20
1.87,4.71,-0.64
-1.86,2.56,-0.98
-1.52,2.50,-0.82
-0.23,0.16,-2.71
-1.68,1.27,-2.83
-0.66,2.13,-0.43
1.43,2.29,-2.91
-0.76,2.70,-3.09
-2.44,2.75,-4.04
-1.66,1.09,-0.33
-2.27,1.45,0.62
-2.05,-1.15,-2.77
-0.84,-4.63,-3.46
-1.74,-4.86,-3.38
-0.49,-0.61,-2.23
0.76,-0.57,-1.41
0.92,-1.70,-0.41
0.96,2.99,0.96
0.20,6.66,0.18
2.32,5.16,0.62
1.64,-4.88,1.86
-1.74,-7.62,0.86
-0.78,-1.21,2.01
0.80,0.35,0.64
0.80,2.19,-0.51
0.82,-0.31,1.21
2.60,1.93,-1.04
1.33,2.73,0.94
-0.27,4.98,0.29
1.86,3.01,3.18
0.33,-3.75,2.52
1.11,-3.61,1.72
0.04,-2.23,1.56
-1.19,-0.04,2.42
-0.66,-0.47,0.00
0.68,0.33,0.76
0.25,0.68,2.13
-1.48,0.23,-0.47
-1.58,0.06,-3.55
0.43,0.57,0.57
0.80,3.24,-1.07
3.03,1.91,-1.35
2.64,-0.55,-1.35
1.68,-0.53,-0.02
1.46,-0.94,-5.68
2.32,-1.84,-4.71
0.39,1.58,-0.66
-2.40,0.94,-3.85
-0.12,1.39,-3.40
-0.14,0.98,-4.30
-0.55,-0.94,-1.70
-0.25,-2.54,-1.62
0.49,-2.32,-1.82
-1.62,1.11,-2.73
-3.26,2.56,-1.29
0.02,1.95,0.41
-0.92,-0.21,0.98
1.74,1.80,-1.02
-0.49,-0.88,2.58
-4.57,-0.41,3.12
-1.17,1.39,2.01
-0.55,1.39,0.72
-1.04,-4.79,0.14
0.57,-2.17,-0.39
1.25,1.23,-3.46
0.61,-2.07,0.74
-1.45,-3.11,2.99
1.31,-4.61,2.97
-0.41,-1.97,2.83
0.25,-0.84,0.78
0.98,-1.35,-1.93
2.83,0.55,-0.53
0.37,1.89,-2.15
-1.33,0.70,-3.52
-0.88,0.39,-2.40
-1.84,-0.45,-3.36
0.00,-2.95,-3.61
2.03,-3.46,1.33
3.11,-3.57,1.68
1.99,-4.53,-1.89
2.91,-1.58,-0.20
-0.33,-0.43,4.20
-1.84,-0.80,1.99
2.52,1.27,1.29
2.30,-1.17,2.09
2.85,0.16,-1.62
1.09,0.10,-1.68
-2.17,-1.76,-0.55
0.47,2.30,2.62
2.91,4.14,0.20
-1.68,5.59,-1.72
-2.19,2.23,-0.16
-1.93,4.65,-0.31
-1.02,4.92,-0.82
1.05,3.55,1.46
-0.20,2.71,4.06
0.43,-0.18,5.49
-1.11,2.66,0.61
-1.17,3.01,-2.15
-0.39,2.58,-3.71
-0.96,-0.18,-0.74
-0.12,-1.52,-0.25
0.90,2.01,0.08
-0.86,3.46,2.95
-0.68,1.91,3.50
0.14,0.55,-0.76
0.27,-1.66,-0.55
-0.86,-4.36,-1.89
0.18,1.70,1.25
1.09,5.37,2.25
-1.35,2.75,2.29
-2.01,-1.72,1.54
-1.95,-1.27,1.37
0.88,2.62,-2.73
0.84,-1.00,-2.99
-1.78,-0.82,-1.82
-1.54,0.31,-4.71
0.84,1.05,-4.37
1.09,-1.62,-1.19
0.64,-2.13,-3.28
-1.72,-0.61,-2.73
-0.35,1.80,-1.54
0.62,-2.56,-0.47
-0.33,-0.80,-0.23
-0.41,-0.06,-2.46
1.82,-2.89,-0.16
1.91,-1.29,0.10
-0.66,1.13,-2.15
-1.80,4.36,-1.21
1.99,-0.06,1.00
2.09,-3.65,0.66
2.38,-0.66,0.74
-0.72,2.21,3.87
-2.58,2.62,1.46
-1.43,3.59,0.25
-3.59,2.21,-1.07
-0.96,0.61,-1.50
-0.27,-2.81,-1.56
-1.00,-1.99,-0.90
-0.62,1.58,-1.46
1.02,2.19,-1.52
-0.12,3.34,-2.07
-2.13,2.81,-2.50
-2.23,1.68,-0.78
0.53,2.01,-0.10
0.86,0.00,2.56
-0.33,-1.84,1.11
0.08,0.53,1.07
1.52,0.47,1.45
3.65,2.36,-0.51
2.95,2.71,-0.06
0.57,2.29,3.36
-0.04,2.25,3.34
-2.23,-1.02,1.39
1.11,1.52,0.51
2.38,1.05,3.40
1.02,2.99,2.60
0.86,0.21,2.44
0.74,-0.94,-0.72
2.71,-0.66,1.70
1.17,-2.01,-1.00
0.43,-3.95,-2.13
-1.56,-3.32,0.61
-0.88,-0.88,-0.41
1.72,-0.74,-1.15
1.72,-3.50,0.57
1.31,-0.06,0.78
0.96,0.64,0.64
-1.41,2.38,-2.03
-1.64,1.05,-0.21
-0.33,0.37,0.18
-1.95,2.66,0.31
-2.79,0.80,0.33
-0.66,1.50,0.08
0.39,-0.72,0.23
-1.89,-1.87,0.35
0.59,-1.25,-2.54
1.31,1.05,-2.95
2.03,-1.86,0.57
1.43,-2.11,0.31
0.27,-3.63,1.91
-1.21,-1.04,3.05
0.33,1.78,2.42
1.56,1.62,-0.04
2.73,-0.74,1.11
-0.41,1.70,-0.84
0.61,-0.02,-0.68
-1.27,1.66,-3.48
0.64,1.17,0.43
2.36,-0.35,1.17
-2.52,1.35,0.53
-0.92,0.16,1.33
0.39,0.86,2.15
-1.31,3.57,-1.17
-2.19,1.48,-2.09
-2.91,2.11,-2.30
-1.76,2.68,-0.94
-3.61,-1.70,-0.14
-0.86,-0.23,-0.64
-1.41,-0.59,-0.92
-2.91,2.71,0.00
-1.84,0.53,0.84
1.05,-1.97,1.13
-0.92,-2.29,-1.11
0.88,-0.98,-3.16
1.02,-1.56,1.78
1.68,-1.15,2.99
1.37,-1.66,-0.66
2.56,-2.54,-0.76
1.15,2.32,0.31
2.50,1.13,-1.35
2.83,1.74,0.18
0.68,2.34,-0.66
1.02,0.00,-1.05
2.60,0.96,2.81
3.61,0.53,3.67
1.74,0.76,0.55
-0.08,0.21,2.34
1.43,-2.40,3.55
-1.05,-3.01,1.07
-1.86,-0.94,-0.88
-1.56,-2.36,0.47
-3.12,-1.46,1.93
-2.85,2.25,2.25
-2.19,4.45,0.94
-1.95,2.52,1.29
0.92,-2.46,1.80
-1.89,1.04,0.08
-4.22,-0.20,0.72
-1.93,-3.75,1.37
-1.64,-1.68,-3.22
-0.29,0.53,-6.97
-0.41,-2.25,-4.80
1.50,-6.52,1.19
0.10,-4.14,0.10
-0.06,2.05,0.76
2.36,2.13,1.25
0.16,2.81,1.25
0.10,1.21,-0.35
-0.94,1.93,-3.20
1.99,-2.05,-1.04
1.78,-1.91,-0.68
0.29,-3.46,-1.78
-0.78,0.37,-4.18
-0.84,-0.23,-0.70
-0.21,-1.68,0.72
1.99,0.80,-1.97
-0.84,-0.37,-2.99
0.98,0.27,0.35
0.62,1.62,1.68
0.14,1.00,2.17
0.70,0.21,1.19
2.25,4.02,-0.59
0.57,2.40,-0.72
-2.05,-1.13,-0.39
-0.33,1.21,-1.45
-1.76,1.87,-2.73
-1.84,0.82,0.66
-0.23,0.00,3.26
-1.21,0.82,2.52
-0.47,2.19,-1.93
2.58,1.31,-1.25
-0.82,-2.81,-2.27
1.29,-0.90,-3.50
2.34,-0.06,-2.01
0.06,1.21,2.73
-0.57,0.08,-1.07
-2.15,-0.47,-4.39
-1.25,1.86,-1.21
-0.29,0.53,3.46
1.72,-0.33,2.75
1.19,-2.03,1.46
1.66,0.08,0.61
2.58,2.32,1.00
3.14,1.15,0.61
1.82,-2.70,-0.37
-0.53,-0.35,0.16
-0.14,1.29,-0.08
1.64,-2.01,-0.33
1.43,-1.11,-0.51
-1.45,0.29,0.39
-2.66,0.64,-2.42
-1.87,-0.68,-0.68
-1.58,0.66,-1.15
-0.92,1.33,3.95
1.17,2.36,2.13
0.82,6.05,-2.71
-0.35,5.27,-1.19
0.20,6.09,-0.61
0.76,5.25,0.82
-0.29,2.44,-0.90
-0.39,-1.80,0.47
0.31,-6.27,-0.53
0.33,-4.12,1.82
3.85,-1.76,2.11
0.39,-2.71,-0.18
-2.25,-0.86,-0.14
0.12,-3.73,0.12
-1.72,-2.83,-1.17
-0.10,0.82,-1.54
-0.92,-2.01,-1.66
1.27,-4.92,-2.38
3.09,-2.48,-0.53
-0.33,2.73,-0.96
-1.31,4.59,2.99
0.57,2.91,2.64
-0.08,-0.70,-0.64
1.70,0.49,-2.27
0.53,0.27,-1.89
-0.96,1.45,-2.64
-0.76,-0.35,-1.95
0.37,2.48,-1.48
0.35,-0.35,0.04
3.24,-1.64,-2.11
0.12,-0.39,-1.25
-1.21,0.66,2.66
-0.76,2.29,1.25
-0.51,-3.52,1.70
-1.80,1.29,5.45
0.72,4.22,2.07
-0.49,1.48,1.33
0.08,1.87,4.45
-0.06,0.49,-1.07
1.78,-0.66,0.10
1.09,-0.39,0.70
-1.54,1.62,1.84
-3.83,0.04,1.09
-0.10,-2.25,-0.66
-0.04,-2.29,-2.27
-1.93,1.02,-2.19
-1.00,1.39,1.82
-0.27,-1.29,-0.47
2.15,1.86,-4.73
-0.45,1.25,-2.32
-2.68,-0.08,-0.31
-1.97,-0.47,0.64
-1.54,0.43,-1.19
-2.79,1.80,-4.04
0.53,-1.37,-3.11
1.29,-0.02,0.64
0.98,3.69,2.05
-1.68,2.56,2.19
-2.83,3.48,0.18
-1.15,2.29,5.61
0.27,1.15,4.61
0.16,-0.31,-1.11
-0.18,0.55,-1.13
-0.55,3.09,-1.39
0.51,-1.09,2.29
0.72,0.66,2.93
-0.70,-0.16,3.65
0.06,-1.70,5.64
1.43,-1.99,5.20
2.07,-0.20,3.22
1.21,-0.92,2.99
1.39,-2.99,0.86
-1.45,-4.75,3.67
-1.95,-4.14,3.22
-2.13,-1.21,-1.19
-0.86,2.13,-1.76
-0.14,-1.33,-0.74
2.05,-6.58,1.41
-0.45,-5.39,1.66
-4.32,0.20,-1.52
-0.64,1.00,2.64
-0.41,-1.02,1.21
-0.76,0.96,-0.33
-1.37,1.52,-1.27
-0.37,0.43,-0.80
-0.59,0.06,-0.64
-0.31,2.29,-1.17
-0.39,4.59,-0.27
0.86,3.85,3.42
1.17,3.83,-0.20
-0.90,1.93,-2.05
-1.62,1.07,3.93
-2.58,5.29,1.95
1.23,2.75,-1.82
2.07,-2.79,-1.04
-0.23,-2.05,0.43
-0.74,-0.74,2.03
-2.60,-1.56,2.07
-2.87,-3.03,-2.34
-0.55,-0.76,-3.14
-0.61,0.70,0.49
1.29,1.99,-0.78
0.70,-0.25,-1.41
1.33,2.99,-1.35
1.74,-0.62,2.34
2.30,-6.58,1.89
0.62,-3.50,-2.81
-0.72,-0.21,-0.68
-0.25,0.10,-0.43
1.80,0.57,-1.80
1.25,1.48,-0.92
-2.05,-0.39,-0.92
1.43,-1.72,-1.99
0.47,-1.05,-2.03
0.10,-0.98,1.39
2.48,0.82,0.62
-0.08,2.71,-3.40
-0.10,1.95,-1.89
1.82,-0.43,-0.21
1.29,2.38,0.94
1.43,-0.10,0.08
3.30,-5.20,-0.78
3.67,-4.69,1.15
-1.25,-4.71,2.99
-2.64,-2.01,1.21
-0.31,-0.88,2.01
3.38,-1.93,-0.33
-0.45,0.96,-2.29
-2.83,0.06,-1.15
-3.24,-0.92,1.93
-2.21,1.66,-2.68
0.86,1.74,-1.76
0.78,1.72,-3.22
0.74,-1.04,-1.93
-0.12,-0.55,-0.33
0.47,-0.45,1.15
-0.57,-0.23,0.59
0.23,2.46,1.17
0.16,0.76,-0.06
-0.72,0.45,-4.14
0.61,1.33,-3.55
2.71,-1.00,-0.25
2.27,-2.38,-1.05
1.09,-1.74,-1.29
1.25,-4.32,1.33
0.04,2.01,0.18
0.18,2.25,-1.05
0.29,-0.84,-0.68
0.72,-0.76,-1.05
-2.40,3.24,-2.73
-4.37,3.89,-0.84
-3.54,-1.37,2.60
-0.33,0.62,-0.16
0.27,1.76,0.78
0.27,2.89,0.62
-0.94,-2.32,2.64
-1.82,-1.11,2.50
-1.52,1.66,-1.37
2.03,0.41,-3.87
-0.47,-2.44,-0.47
1.46,-3.73,-0.59
-0.06,1.76,-2.11
-2.29,0.66,-2.11
-1.52,0.61,-1.86
0.82,1.41,-1.23
1.07,0.80,-1.37
1.52,-0.04,-1.15
2.75,1.41,0.31
2.23,2.91,1.19
1.93,0.70,1.13
0.94,-2.36,3.54
2.42,0.29,2.01
0.14,5.74,0.21
0.39,3.12,0.55
2.85,-2.38,-0.20
0.51,0.94,-2.40
1.02,2.68,-2.34
-0.10,-1.52,0.70
-0.64,-5.82,2.38
-1.89,-1.11,2.17
-0.76,0.82,-1.04
2.66,5.29,-3.32
-1.04,2.25,-3.38
-1.52,-1.62,-0.78
0.10,-2.99,-1.13
0.18,-3.16,1.43
-1.19,-3.50,0.21
-3.03,-1.35,1.70
-0.43,1.09,1.13
0.45,0.43,3.26
0.62,-2.71,1.00
0.06,-1.86,-2.89
-0.29,-4.24,-3.65
-0.29,-3.83,-1.91
1.11,-1.11,0.37
0.12,4.67,1.46
-0.20,3.50,0.12
0.96,0.21,-1.80
0.70,0.27,-3.20
-1.13,2.32,-2.27
-2.11,-0.78,0.59
-2.60,-1.89,-2.07
0.04,-0.45,-3.55
-1.74,1.89,-2.36
0.10,1.70,-0.66
4.16,-1.48,-0.70
2.15,-1.82,1.68
0.61,-1.52,0.61
-0.14,-1.45,4.43
0.12,-3.14,1.05
0.98,-2.01,0.31
-0.02,-3.91,3.73
-0.25,-6.02,3.73
-0.86,-2.71,1.50
1.00,-1.58,2.23
2.77,1.09,-0.68
-0.64,2.73,0.18
0.35,4.28,2.58
2.21,2.07,-0.16
2.87,1.11,0.12
0.74,2.50,-1.62
-1.04,2.60,-0.10
-2.09,-1.41,-1.76
-2.34,1.05,-2.48
-1.43,4.24,-0.20
0.88,2.58,-1.21
0.39,0.37,0.66
0.49,-0.29,1.82
2.81,-1.04,2.13
1.74,-2.87,3.24
0.21,-1.68,1.66
-1.11,-0.18,0.88
2.50,-0.80,3.59
1.27,-0.14,3.54
1.82,1.17,-0.12
1.17,-2.15,-3.01
-2.01,-3.57,-0.25
-0.35,-2.42,2.32
-1.37,-0.10,1.66
1.00,-0.90,-1.62
3.01,-3.03,-1.19
1.39,-0.08,-1.99
-1.19,-0.10,1.86
-0.61,0.12,0.84
1.07,-2.44,-0.12
1.60,0.37,-0.16
1.64,2.07,-0.53
-0.35,1.76,0.12
-0.29,4.79,3.32
-1.66,-0.31,3.30
-0.66,-2.36,5.90
-0.82,0.96,1.82
-2.54,3.12,-0.80
-0.39,0.00,0.14
-3.07,2.17,0.25
-3.81,1.72,-2.97
-2.68,0.66,-2.99
1.17,-2.27,1.58
2.40,-1.48,0.00
-0.92,0.61,-2.29
-0.31,1.02,-3.46
-1.15,-1.74,-0.82
0.25,-3.61,-1.97
-1.07,-2.95,-3.09
-0.66,-0.80,-1.93
1.89,-0.84,-0.76
1.62,-2.25,1.74
-1.50,1.35,-0.02
-0.86,-1.17,-3.46
-1.41,1.45,-1.52
-0.37,1.39,0.72
1.09,0.33,0.62
-0.41,-1.09,0.80
0.51,1.23,-0.78
0.25,-0.51,-1.05
1.04,-1.66,-0.98
1.31,2.27,-1.48
0.14,0.47,-0.37
-1.76,-0.39,1.45
-0.70,-0.10,-1.62
-1.39,0.88,-3.24
1.87,2.30,-1.41
2.27,0.88,-0.31
1.25,1.31,0.27
1.78,1.46,2.77
2.83,0.51,-0.53
2.85,1.91,-1.97
0.21,-0.61,0.55
-1.27,1.91,0.35
-2.83,1.02,-1.89
-3.22,-0.90,-3.24
0.20,-0.20,-1.62
0.76,0.88,-1.17
0.55,-1.60,1.87
1.07,-0.31,2.60
-0.35,1.45,3.65
0.80,0.57,1.48
1.50,0.33,-1.09
1.54,2.23,-0.25
0.43,-0.41,1.07
0.62,-2.54,0.62
2.13,-1.87,3.12
1.80,0.90,1.05
1.95,0.37,-4.82
1.46,-1.15,-1.64
-0.68,-1.52,1.95
-1.39,0.00,0.98
-1.56,3.63,-1.50
-1.27,2.66,-0.76
-0.76,-1.02,0.20
-1.82,0.57,1.52
-1.84,-2.46,2.60
1.86,1.50,2.03
3.67,0.72,0.78
-0.12,-1.70,-0.47
-0.08,-2.29,-2.73
0.10,0.43,0.00
0.18,1.27,2.13
1.80,-0.31,-0.25
-1.11,-3.42,0.33
-1.33,-1.97,4.08
-1.11,-0.12,4.61
-0.76,0.70,5.35
-1.84,-0.21,1.37
1.74,-0.70,-2.11
1.86,-0.10,-0.86
-0.51,-3.14,2.68
-1.97,-2.25,-0.23
1.31,-3.24,-1.52
1.15,-2.09,-0.70
-0.98,-1.33,2.48
-0.14,-2.58,0.12
-2.68,0.04,2.05
-0.39,-0.94,4.59
1.64,-1.27,0.02
0.74,-1.23,-4.32
0.37,-1.58,-1.46
-0.02,0.04,-3.38
-0.61,-0.04,1.00
-1.93,1.39,-0.33
-1.56,-1.29,-1.72
-4.16,-1.04,1.31
-1.04,-0.86,1.58
3.09,-3.03,2.50
4.10,-1.41,-2.01
-0.18,-2.21,-3.73
-3.52,-1.80,-2.73
-2.62,-2.32,0.00
0.61,-0.14,-1.54
1.27,2.30,0.78
-2.52,2.81,1.23
-2.87,4.65,0.68
0.21,2.42,0.16
2.36,-1.23,2.42
-0.02,-1.27,3.26
-0.64,-1.25,-0.16
1.27,-3.95,-1.13
1.76,-3.48,2.40
3.57,-0.59,3.48
-0.66,-4.22,2.73
-1.54,-5.37,3.18
-2.05,1.09,2.46
-1.21,3.16,2.77
1.00,0.23,-2.99
-0.66,-3.46,-2.62
1.00,-2.97,3.32
-1.15,-2.32,3.01
-0.06,-3.59,2.23
0.21,-3.52,0.10
-0.18,-0.51,-0.98
-1.41,1.27,1.29
2.09,-1.93,4.51
2.36,0.64,4.51
2.36,1.46,2.40
0.23,5.21,4.26
0.18,4.02,4.26
-3.03,-0.02,4.88
-2.77,1.72,1.17
-0.33,-0.64,-2.58
-0.98,1.05,0.49
0.27,0.68,2.91
0.76,-0.72,1.89
1.17,2.36,-1.52
0.59,5.21,-1.29
-1.46,3.52,-1.13
-1.13,2.97,0.98
0.16,1.58,3.91
0.37,-2.27,-1.02
-0.06,0.78,-3.63
-1.80,3.61,-2.17
-1.80,1.50,1.02
-0.62,0.35,4.51
-0.61,-0.43,1.41
-0.18,-1.00,-0.10
3.07,1.41,-0.96
2.38,-0.57,2.70
0.02,2.27,2.56
2.83,-0.45,-0.10
2.07,-7.29,-1.66
-0.51,-3.81,-0.90
-2.34,0.78,-0.16
-3.57,-3.96,-1.74
-2.62,-5.37,-1.74
-3.95,-0.21,1.45
-2.29,-0.06,1.39
-1.35,-4.59,2.01
0.04,-1.84,1.04
-1.00,3.03,-3.11
-2.64,-1.50,0.88
-1.91,2.01,-0.68
-1.43,1.45,-1.60
-2.07,-0.78,1.41
-2.21,-1.37,2.85
-0.06,0.16,-1.89
-1.05,0.62,-3.40
1.29,-2.38,-0.70
1.43,-2.09,0.23
1.05,-2.29,-0.18
0.47,-2.05,1.31
-0.14,2.25,4.36
1.50,1.87,4.00
1.99,1.93,1.78
-0.94,0.80,1.89
-0.57,3.54,-0.29
1.41,3.09,-1.84
-0.16,4.18,-0.92
-1.87,2.75,1.33
0.61,1.54,-2.44
-2.91,-2.38,-0.86
-0.29,-3.65,4.04
1.02,-0.94,4.49
1.04,-0.06,-0.14
-0.39,-1.05,-2.15
-0.37,-0.94,-1.00
0.68,-0.16,-0.90
1.25,-3.46,-1.60
2.56,1.72,-0.78
1.93,4.26,-2.40
-1.15,-0.12,-2.34
1.54,-1.39,-0.66
1.04,1.15,-2.32
0.51,-1.25,0.35
-1.48,-3.16,1.82
-0.35,-0.76,1.56
-0.29,4.36,-2.15
1.68,6.46,-2.25
0.68,2.50,-0.49
-1.48,-0.59,-2.99
-2.87,-0.08,-3.83
1.29,1.68,0.08
3.44,1.70,0.53
-2.32,3.07,-4.45
-2.68,1.21,-0.92
-1.82,-0.94,4.34
-1.87,-1.33,3.63
-0.68,-0.76,-0.25
-1.21,-2.71,3.01
-0.78,-5.27,3.11
1.02,1.13,1.43
3.93,1.09,0.80
-0.43,0.39,1.99
-1.33,-0.61,2.52
1.21,-1.13,2.17
1.58,0.78,-0.47
3.03,1.68,-0.37
0.14,2.21,-1.05
-3.32,-1.13,-0.43
-3.05,-2.17,0.14
-0.21,-0.55,0.84
0.49,-2.29,4.06
-0.08,-1.76,3.95
1.93,-1.87,1.95
0.37,-0.92,1.41
-0.94,-3.46,0.53
0.80,-3.98,-3.96
-0.66,0.96,-1.87
-0.35,2.01,3.44
1.76,4.86,1.54
-2.40,-1.86,-0.59
-3.05,-1.60,0.10
-0.37,3.79,-3.50
0.23,2.89,-0.66
1.21,-0.18,0.12
-1.41,0.68,-1.02
0.45,1.60,-1.35
2.58,0.12,-3.59
0.70,3.18,-0.21
1.70,6.31,1.43
1.58,5.68,2.66
-0.14,1.80,2.01
-1.58,-0.41,2.23
-0.57,-3.57,2.03
-0.62,-1.72,-0.14
1.46,-1.87,-0.80
1.76,-2.83,0.76
0.39,1.27,1.82
-1.09,1.87,-1.58
-1.15,-0.25,-1.68
-0.80,-1.13,-0.94
-3.24,-3.34,1.43
-1.09,-5.33,2.66
2.27,-3.28,1.54
1.13,-1.45,2.85
-0.10,1.64,-2.46
3.09,2.32,-2.60
2.30,1.17,0.45
1.11,0.88,-0.66
1.86,-0.45,-0.59
1.82,0.45,0.35
2.34,0.08,2.07
1.21,-3.30,-2.27
-2.87,-0.88,-2.17
-3.18,0.72,-2.42
-1.37,-0.94,1.11
0.27,0.74,-1.02
1.31,3.59,-6.70
1.04,0.43,-2.09
0.39,1.05,-0.82
0.72,2.64,-0.43
1.60,2.83,-0.37
1.15,-1.74,-1.35
2.19,-4.92,-3.48
3.55,-0.66,-2.13
2.44,0.41,-2.95
1.25,0.21,-2.32
1.64,0.90,-0.04
2.48,4.88,1.80
1.46,2.19,2.19
-0.08,1.50,0.92
2.21,2.79,-0.57
3.63,-1.41,0.98
0.70,-4.67,1.50
1.97,-1.23,1.00
-0.70,-0.88,-0.68
-1.45,-1.76,-0.49
0.82,0.41,-2.11
-0.08,-2.62,0.21
0.14,-1.33,0.88
-1.39,1.25,1.50
-2.15,-0.49,1.31
-2.77,-0.27,-0.33
0.16,1.66,-2.09
0.55,-0.51,-1.93
0.25,-2.30,-1.39
-1.76,-4.32,0.41
-0.92,-2.64,1.11
0.29,-3.16,3.89
-0.53,-3.46,2.11
-0.18,0.80,2.13
2.36,0.39,-1.23
2.32,0.20,0.43
0.61,-1.25,-0.49
-1.54,0.94,-3.09
-0.72,0.61,-1.39
0.21,-0.25,-1.62
1.70,-3.11,-0.88
0.57,-3.09,-1.70
-0.68,-2.13,-0.59
-2.11,2.03,0.27
-3.22,0.78,-0.25
0.84,-0.14,1.84
1.27,-2.25,2.50
0.82,0.20,0.57
-2.93,3.20,-0.18
-0.06,0.84,-0.64
0.29,-1.54,-0.76
0.14,0.94,-0.72
-1.62,1.17,-2.32
-1.64,-1.74,1.64
-2.05,-5.82,1.74
-0.62,-4.49,0.74
0.74,-0.47,-0.27
-0.29,2.03,-0.74
-1.68,0.23,-0.66
-2.73,3.95,0.47
0.55,-0.06,-0.92
-0.10,-1.56,-1.74
-0.43,1.05,-3.96
-1.43,2.75,-0.64
1.89,1.17,-1.07
-0.39,-0.23,-0.64
-3.87,-0.23,-2.11
-1.70,0.16,-1.27
0.00,4.43,-3.79
0.53,1.29,0.84
-1.17,-1.21,0.61
1.04,1.48,-4.14
0.92,0.92,-0.72
-3.34,2.01,-2.25
-1.68,-0.62,1.58
-1.05,-2.36,2.48
-0.39,-0.45,1.33
1.31,1.23,-0.86
0.64,1.93,3.11
2.79,3.54,3.42
2.17,-0.12,1.62
3.61,-1.95,1.13
0.37,-2.95,-0.96
-1.82,-3.54,-1.93
-3.59,-2.09,1.48
-0.61,-0.33,2.09
-0.90,2.66,0.18
2.91,2.62,-1.35
-0.76,-1.33,-0.88
-0.96,-1.13,-2.97
1.41,1.19,-3.32
2.09,1.09,-0.33
1.35,2.97,-2.36
0.62,0.94,1.41
-0.70,2.75,4.28
1.37,1.00,0.78
-2.34,0.80,-2.15
-0.33,2.66,0.00
1.62,5.33,3.42
-0.57,2.19,-1.13
-1.70,-1.91,1.21
-0.12,-5.37,2.13
2.97,-1.72,2.40
2.89,3.03,2.46
0.12,5.51,-0.82
1.56,5.78,-2.54
0.74,1.68,-0.80
0.55,1.05,0.70
1.86,2.62,-4.16
3.03,5.98,-2.99
3.16,1.52,0.33
2.73,-1.19,-0.21
0.74,-0.27,-4.26
-0.41,-3.65,-0.04
1.21,-4.88,0.76
-1.43,2.11,0.21
-1.04,3.16,-0.64
-2.13,-0.57,-0.53
-1.05,3.54,-3.69
-0.55,1.58,-3.12
0.96,0.90,0.39
1.76,1.91,1.15
-1.31,3.67,-0.12
-2.34,2.64,1.37
-0.35,0.68,1.86
-1.56,-1.70,2.25
-1.64,-1.93,1.27
0.66,-1.39,0.68
1.80,2.48,-0.94
-0.84,2.05,0.45
-0.76,1.74,1.62
-1.48,1.31,1.70
-1.93,-2.25,2.77
0.88,-1.19,0.14
0.62,-0.35,-1.13
1.02,-0.88,-0.68
0.55,0.96,-4.80
2.83,-0.74,-5.49
3.44,-0.47,-3.38
3.26,-0.64,-1.58
2.87,1.64,0.49
-0.20,1.64,-0.25
1.89,4.34,2.13
1.99,2.23,0.04
0.23,-3.01,0.16
2.44,0.06,-0.51
0.04,2.50,-3.32
0.86,-1.52,-1.86
-0.04,0.78,-0.45
-1.19,0.12,2.73
-0.98,-2.05,1.19
1.25,-2.85,0.02
0.66,-1.07,-1.25
0.51,2.32,0.66
1.48,3.48,-0.35
0.66,-0.43,3.22
0.78,1.50,3.03
0.06,1.15,1.45
-3.71,2.11,3.09
-2.07,3.63,2.13
-1.80,1.99,0.02
0.39,-1.21,0.94
-1.66,-0.57,1.50
-0.74,-0.33,-2.34
-1.27,-1.70,-4.51
-2.01,1.41,-4.63
0.14,0.96,-1.78
-0.18,-0.88,0.49
-2.07,4.24,1.52
0.64,6.04,-0.92
0.10,3.85,2.23
0.08,4.14,1.09
1.82,2.79,0.90
0.74,2.21,-3.05
0.59,1.80,-0.78
0.90,0.98,0.00
1.41,-0.43,-0.45
1.46,-2.25,0.12
-0.76,-2.36,4.63
-2.44,-1.82,2.79
-3.71,-0.20,-0.08
